ID,Brand,Model,Year,Cost,Odometer,City,Registration Date,Cost_Per_KM,RegistrationYear,PriceCategory,ModelCleaned,price_segment,vehicle_type,vehicle_type_standardized
5020,BMW,Model C,2016,5000.0,150000.0,Munich,2017-10-14 00:00:00,0.03333333333333333,2017,Budget,Model C,Medium,Hatchback,Hatchback
5021,Volkswagen,Model D,2011,10000.0,100000.0,Hamburg,2016-08-12 00:00:00,0.1,2016,Mid-Range,Model D,Medium,Wagon,Wagon
5022,Audi,Model D,2017,15000.0,100000.0,Hamburg,2020-03-25 00:00:00,0.15,2020,Mid-Range,Model D,High,SUV,Sport Utility
5023,Audi,Model D,2007,15000.0,100000.0,Hamburg,2017-08-29 00:00:00,0.15,2017,Mid-Range,Model D,High,Sedan,Sedan
5024,Mercedes,Model B,2012,15000.0,50000.0,Berlin,2014-04-22 00:00:00,0.3,2014,Mid-Range,Model B,High,Convertible,Convertible
5025,Volkswagen,Model D,2020,15000.0,124920.90583631671,Frankfurt,2021-12-24 00:00:00,0.12007597847276605,2021,Mid-Range,Model D,High,Hatchback,Hatchback
5026,Mercedes,Model C,1996,5000.0,200000.0,Cologne,2011-12-01 00:00:00,0.025,2011,Budget,Model C,Medium,Wagon,Wagon
5027,Ford,Model A,1994,15000.0,100000.0,Munich,2014-12-05 00:00:00,0.15,2014,Mid-Range,Model A,High,SUV,Sport Utility
5028,Audi,Model D,2010,20000.0,100000.0,Cologne,2020-11-06 00:00:00,0.2,2020,Premium,Model D,High,Sedan,Sedan
5029,Mercedes,Model B,1995,10000.0,124920.90583631671,Frankfurt,2017-04-10 00:00:00,0.08005065231517737,2017,Mid-Range,Model B,Medium,Convertible,Convertible
5030,Ford,Model D,2012,15000.0,100000.0,Frankfurt,2015-02-05 00:00:00,0.15,2015,Mid-Range,Model D,High,Hatchback,Hatchback
5031,Mercedes,Model D,1992,15000.0,50000.0,Munich,2017-07-05 00:00:00,0.3,2017,Mid-Range,Model D,High,Wagon,Wagon
5032,Volkswagen,Model C,2022,15000.0,50000.0,Berlin,2021-07-20 00:00:00,0.3,2021,Mid-Range,Model C,High,SUV,Sport Utility
5033,Volkswagen,Model C,2012,25000.0,124920.90583631671,Cologne,2013-07-17 00:00:00,0.2001266307879434,2013,Premium,Model C,High,Sedan,Sedan
5034,Volkswagen,Model B,2005,20000.0,50000.0,Berlin,2016-08-20 00:00:00,0.4,2016,Premium,Model B,High,Convertible,Convertible
5035,Volkswagen,Model B,2014,25000.0,100000.0,Hamburg,2015-11-27 00:00:00,0.25,2015,Premium,Model B,High,Hatchback,Hatchback
5036,BMW,Model B,2005,25000.0,100000.0,Hamburg,2018-01-28 00:00:00,0.25,2018,Premium,Model B,High,Wagon,Wagon
5037,Ford,Model B,2014,25000.0,150000.0,Hamburg,2023-07-17 00:00:00,0.16666666666666666,2023,Premium,Model B,High,SUV,Sport Utility
5038,Ford,Model B,1996,5000.0,150000.0,Frankfurt,2020-11-25 00:00:00,0.03333333333333333,2020,Budget,Model B,Medium,Sedan,Sedan
5039,Volkswagen,Model A,1997,20000.0,124920.90583631671,Berlin,2018-02-22 00:00:00,0.16010130463035474,2018,Premium,Model A,High,Convertible,Convertible
5040,BMW,Model A,1992,15000.0,100000.0,Frankfurt,2023-09-19 00:00:00,0.15,2023,Mid-Range,Model A,High,Hatchback,Hatchback
5041,Volkswagen,Model B,1994,10000.0,100000.0,Berlin,2010-11-12 00:00:00,0.1,2010,Mid-Range,Model B,Medium,Wagon,Wagon
5042,BMW,Model B,2008,15000.0,200000.0,Munich,2018-02-24 00:00:00,0.075,2018,Mid-Range,Model B,High,SUV,Sport Utility
5043,Volkswagen,Model A,1996,15000.0,50000.0,Frankfurt,2010-11-04 00:00:00,0.3,2010,Mid-Range,Model A,High,Sedan,Sedan
5044,Audi,Model C,2011,15000.0,124920.90583631671,Hamburg,2020-02-16 00:00:00,0.12007597847276605,2020,Mid-Range,Model C,High,Convertible,Convertible
5045,Audi,Model A,2015,25000.0,124920.90583631671,Hamburg,2017-09-08 00:00:00,0.2001266307879434,2017,Premium,Model A,High,Hatchback,Hatchback
5046,Mercedes,Model B,2014,20000.0,50000.0,Frankfurt,2023-12-09 00:00:00,0.4,2023,Premium,Model B,High,Wagon,Wagon
5047,Volkswagen,Model C,1995,20000.0,200000.0,Cologne,2022-12-17 00:00:00,0.1,2022,Premium,Model C,High,SUV,Sport Utility
5048,Ford,Model B,1994,15000.0,150000.0,Munich,2019-10-01 00:00:00,0.1,2019,Mid-Range,Model B,High,Sedan,Sedan
5049,Mercedes,Model D,2011,15000.0,200000.0,Hamburg,2020-06-20 00:00:00,0.075,2020,Mid-Range,Model D,High,Convertible,Convertible
5050,Audi,Model C,2020,25000.0,150000.0,Munich,2018-08-26 00:00:00,0.16666666666666666,2018,Premium,Model C,High,Hatchback,Hatchback
5051,Volkswagen,Model B,2011,25000.0,150000.0,Cologne,2013-03-29 00:00:00,0.16666666666666666,2013,Premium,Model B,High,Wagon,Wagon
5052,Mercedes,Model A,2000,15000.0,200000.0,Frankfurt,2018-01-06 00:00:00,0.075,2018,Mid-Range,Model A,High,SUV,Sport Utility
5053,Volkswagen,Model B,2021,15000.0,124920.90583631671,Munich,2021-08-11 00:00:00,0.12007597847276605,2021,Mid-Range,Model B,High,Sedan,Sedan
5054,Audi,Model A,2006,15000.0,100000.0,Berlin,2013-10-07 00:00:00,0.15,2013,Mid-Range,Model A,High,Convertible,Convertible
5055,Mercedes,Model C,2011,15000.0,124920.90583631671,Berlin,2018-08-30 00:00:00,0.12007597847276605,2018,Mid-Range,Model C,High,Hatchback,Hatchback
5056,Audi,Model A,2005,5000.0,100000.0,Cologne,2016-11-18 00:00:00,0.05,2016,Budget,Model A,Medium,Wagon,Wagon
5057,BMW,Model C,2004,25000.0,124920.90583631671,Berlin,2021-10-23 00:00:00,0.2001266307879434,2021,Premium,Model C,High,SUV,Sport Utility
5058,Audi,Model B,1997,25000.0,200000.0,Hamburg,2012-06-22 00:00:00,0.125,2012,Premium,Model B,High,Sedan,Sedan
5059,Volkswagen,Model A,1992,20000.0,200000.0,Berlin,2013-01-17 00:00:00,0.1,2013,Premium,Model A,High,Convertible,Convertible
5060,Ford,Model C,2002,15000.0,200000.0,Hamburg,2010-12-19 00:00:00,0.075,2010,Mid-Range,Model C,High,Hatchback,Hatchback
5061,Audi,Model C,2019,20000.0,100000.0,Hamburg,2022-07-31 00:00:00,0.2,2022,Premium,Model C,High,Wagon,Wagon
5062,Ford,Model C,2017,10000.0,124920.90583631671,Hamburg,2020-06-01 00:00:00,0.08005065231517737,2020,Mid-Range,Model C,Medium,SUV,Sport Utility
5063,BMW,Model D,1998,25000.0,150000.0,Hamburg,2022-09-02 00:00:00,0.16666666666666666,2022,Premium,Model D,High,Sedan,Sedan
5064,Mercedes,Model C,2001,5000.0,124920.90583631671,Berlin,2015-04-16 00:00:00,0.040025326157588685,2015,Budget,Model C,Medium,Convertible,Convertible
5065,Mercedes,Model B,2014,10000.0,124920.90583631671,Cologne,2014-04-19 00:00:00,0.08005065231517737,2014,Mid-Range,Model B,Medium,Hatchback,Hatchback
5066,Ford,Model B,2010,25000.0,50000.0,Hamburg,2020-11-30 00:00:00,0.5,2020,Premium,Model B,High,Wagon,Wagon
5067,Mercedes,Model B,2008,20000.0,124920.90583631671,Cologne,2011-09-20 00:00:00,0.16010130463035474,2011,Premium,Model B,High,SUV,Sport Utility
5068,Audi,Model C,1997,20000.0,150000.0,Cologne,2019-06-30 00:00:00,0.13333333333333333,2019,Premium,Model C,High,Sedan,Sedan
5069,Ford,Model B,1992,10000.0,124920.90583631671,Frankfurt,2016-04-13 00:00:00,0.08005065231517737,2016,Mid-Range,Model B,Medium,Convertible,Convertible
5070,Volkswagen,Model C,2011,15000.0,50000.0,Cologne,2021-01-09 00:00:00,0.3,2021,Mid-Range,Model C,High,Hatchback,Hatchback
5071,Audi,Model C,1990,5000.0,50000.0,Munich,2015-03-03 00:00:00,0.1,2015,Budget,Model C,Medium,Wagon,Wagon
5072,Audi,Model C,2008,20000.0,150000.0,Hamburg,2019-01-30 00:00:00,0.13333333333333333,2019,Premium,Model C,High,SUV,Sport Utility
5073,Audi,Model D,2010,15000.0,124920.90583631671,Cologne,2017-04-30 00:00:00,0.12007597847276605,2017,Mid-Range,Model D,High,Sedan,Sedan
5074,Volkswagen,Model A,2002,5000.0,200000.0,Frankfurt,2013-10-03 00:00:00,0.025,2013,Budget,Model A,Medium,Convertible,Convertible
5075,BMW,Model B,2016,10000.0,200000.0,Frankfurt,2018-11-11 00:00:00,0.05,2018,Mid-Range,Model B,Medium,Hatchback,Hatchback
5076,Mercedes,Model D,2006,20000.0,50000.0,Munich,2016-01-13 00:00:00,0.4,2016,Premium,Model D,High,Wagon,Wagon
5077,Ford,Model B,2009,20000.0,150000.0,Frankfurt,2022-05-21 00:00:00,0.13333333333333333,2022,Premium,Model B,High,SUV,Sport Utility
5078,BMW,Model D,2019,25000.0,200000.0,Hamburg,2021-04-11 00:00:00,0.125,2021,Premium,Model D,High,Sedan,Sedan
5079,Ford,Model A,2000,10000.0,50000.0,Frankfurt,2013-12-30 00:00:00,0.2,2013,Mid-Range,Model A,Medium,Convertible,Convertible
5080,Mercedes,Model A,2016,15000.0,50000.0,Munich,2018-01-02 00:00:00,0.3,2018,Mid-Range,Model A,High,Hatchback,Hatchback
5081,Volkswagen,Model A,2017,25000.0,124920.90583631671,Hamburg,2014-09-13 00:00:00,0.2001266307879434,2014,Premium,Model A,High,Wagon,Wagon
5082,Audi,Model A,2015,15000.0,150000.0,Berlin,2022-04-05 00:00:00,0.1,2022,Mid-Range,Model A,High,SUV,Sport Utility
5083,Audi,Model C,2022,20000.0,200000.0,Hamburg,2011-04-26 00:00:00,0.1,2011,Premium,Model C,High,Sedan,Sedan
5084,Volkswagen,Model B,2021,15000.0,124920.90583631671,Cologne,2023-05-22 00:00:00,0.12007597847276605,2023,Mid-Range,Model B,High,Convertible,Convertible
5085,BMW,Model B,2014,15000.0,100000.0,Berlin,2020-08-30 00:00:00,0.15,2020,Mid-Range,Model B,High,Hatchback,Hatchback
5086,BMW,Model B,2013,15000.0,150000.0,Cologne,2023-06-30 00:00:00,0.1,2023,Mid-Range,Model B,High,Wagon,Wagon
5087,Ford,Model C,2016,15000.0,50000.0,Cologne,2022-03-22 00:00:00,0.3,2022,Mid-Range,Model C,High,SUV,Sport Utility
5088,Volkswagen,Model B,2011,25000.0,124920.90583631671,Cologne,2017-10-26 00:00:00,0.2001266307879434,2017,Premium,Model B,High,Sedan,Sedan
5089,BMW,Model A,2009,15000.0,200000.0,Munich,2019-04-15 00:00:00,0.075,2019,Mid-Range,Model A,High,Convertible,Convertible
5090,Volkswagen,Model B,2022,15000.0,50000.0,Munich,2016-01-19 00:00:00,0.3,2016,Mid-Range,Model B,High,Hatchback,Hatchback
5091,Mercedes,Model B,1994,10000.0,50000.0,Hamburg,2022-04-30 00:00:00,0.2,2022,Mid-Range,Model B,Medium,Wagon,Wagon
5092,Audi,Model D,2018,25000.0,200000.0,Munich,2016-03-31 00:00:00,0.125,2016,Premium,Model D,High,SUV,Sport Utility
5093,Audi,Model C,1994,5000.0,100000.0,Frankfurt,2022-06-09 00:00:00,0.05,2022,Budget,Model C,Medium,Sedan,Sedan
5094,Audi,Model A,2006,5000.0,150000.0,Frankfurt,2012-09-08 00:00:00,0.03333333333333333,2012,Budget,Model A,Medium,Convertible,Convertible
5095,Volkswagen,Model A,2018,10000.0,150000.0,Cologne,2016-02-11 00:00:00,0.06666666666666667,2016,Mid-Range,Model A,Medium,Hatchback,Hatchback
5096,Volkswagen,Model A,2000,15000.0,50000.0,Hamburg,2017-10-08 00:00:00,0.3,2017,Mid-Range,Model A,High,Wagon,Wagon
5097,Ford,Model B,2011,5000.0,124920.90583631671,Frankfurt,2016-07-07 00:00:00,0.040025326157588685,2016,Budget,Model B,Medium,SUV,Sport Utility
5098,Audi,Model A,2020,10000.0,100000.0,Berlin,2017-01-09 00:00:00,0.1,2017,Mid-Range,Model A,Medium,Sedan,Sedan
5099,Ford,Model A,1990,5000.0,100000.0,Munich,2014-03-18 00:00:00,0.05,2014,Budget,Model A,Medium,Convertible,Convertible
5100,Audi,Model D,2004,15000.0,50000.0,Cologne,2022-11-08 00:00:00,0.3,2022,Mid-Range,Model D,High,Hatchback,Hatchback
5101,Ford,Model B,2008,25000.0,124920.90583631671,Munich,2013-08-14 00:00:00,0.2001266307879434,2013,Premium,Model B,High,Wagon,Wagon
5102,Ford,Model D,1999,15000.0,200000.0,Hamburg,2021-05-11 00:00:00,0.075,2021,Mid-Range,Model D,High,SUV,Sport Utility
5103,Mercedes,Model C,1998,10000.0,200000.0,Cologne,2023-07-18 00:00:00,0.05,2023,Mid-Range,Model C,Medium,Sedan,Sedan
5104,Ford,Model B,2002,25000.0,50000.0,Cologne,2023-11-28 00:00:00,0.5,2023,Premium,Model B,High,Convertible,Convertible
5105,Volkswagen,Model D,2015,5000.0,124920.90583631671,Munich,2020-01-18 00:00:00,0.040025326157588685,2020,Budget,Model D,Medium,Hatchback,Hatchback
5106,Ford,Model C,1995,15000.0,100000.0,Cologne,2015-05-15 00:00:00,0.15,2015,Mid-Range,Model C,High,Wagon,Wagon
5107,Audi,Model D,1991,25000.0,100000.0,Cologne,2020-07-29 00:00:00,0.25,2020,Premium,Model D,High,SUV,Sport Utility
5108,Ford,Model C,2018,5000.0,100000.0,Berlin,2022-02-03 00:00:00,0.05,2022,Budget,Model C,Medium,Sedan,Sedan
5109,BMW,Model A,2001,15000.0,150000.0,Cologne,2020-06-11 00:00:00,0.1,2020,Mid-Range,Model A,High,Convertible,Convertible
5110,Audi,Model A,2012,15000.0,100000.0,Munich,2017-12-22 00:00:00,0.15,2017,Mid-Range,Model A,High,Hatchback,Hatchback
5111,BMW,Model B,1992,15000.0,200000.0,Frankfurt,2022-02-28 00:00:00,0.075,2022,Mid-Range,Model B,High,Wagon,Wagon
5112,Audi,Model D,2000,15000.0,124920.90583631671,Cologne,2010-08-07 00:00:00,0.12007597847276605,2010,Mid-Range,Model D,High,SUV,Sport Utility
5113,Volkswagen,Model D,1994,10000.0,100000.0,Hamburg,2016-10-18 00:00:00,0.1,2016,Mid-Range,Model D,Medium,Sedan,Sedan
5114,Volkswagen,Model C,1999,25000.0,50000.0,Cologne,2019-07-20 00:00:00,0.5,2019,Premium,Model C,High,Convertible,Convertible
5115,Volkswagen,Model B,1995,15000.0,50000.0,Cologne,2015-01-22 00:00:00,0.3,2015,Mid-Range,Model B,High,Hatchback,Hatchback
5116,BMW,Model A,2005,10000.0,200000.0,Cologne,2021-04-23 00:00:00,0.05,2021,Mid-Range,Model A,Medium,Wagon,Wagon
5117,Mercedes,Model D,2020,5000.0,100000.0,Berlin,2016-11-24 00:00:00,0.05,2016,Budget,Model D,Medium,SUV,Sport Utility
5118,Audi,Model C,2012,10000.0,200000.0,Hamburg,2023-03-05 00:00:00,0.05,2023,Mid-Range,Model C,Medium,Sedan,Sedan
5119,Volkswagen,Model A,2019,10000.0,200000.0,Munich,2016-01-21 00:00:00,0.05,2016,Mid-Range,Model A,Medium,Convertible,Convertible
5120,Audi,Model A,2009,5000.0,200000.0,Cologne,2022-10-10 00:00:00,0.025,2022,Budget,Model A,Medium,Hatchback,Hatchback
5121,BMW,Model A,2014,15000.0,150000.0,Munich,2018-11-19 00:00:00,0.1,2018,Mid-Range,Model A,High,Wagon,Wagon
5122,Mercedes,Model C,1994,10000.0,100000.0,Berlin,2011-07-08 00:00:00,0.1,2011,Mid-Range,Model C,Medium,SUV,Sport Utility
5123,BMW,Model C,1992,15000.0,50000.0,Cologne,2023-07-23 00:00:00,0.3,2023,Mid-Range,Model C,High,Sedan,Sedan
5124,Audi,Model A,2001,10000.0,150000.0,Berlin,2012-09-29 00:00:00,0.06666666666666667,2012,Mid-Range,Model A,Medium,Convertible,Convertible
5125,Mercedes,Model C,2016,5000.0,200000.0,Berlin,2021-10-29 00:00:00,0.025,2021,Budget,Model C,Medium,Hatchback,Hatchback
5126,Mercedes,Model A,1994,15000.0,50000.0,Frankfurt,2015-06-14 00:00:00,0.3,2015,Mid-Range,Model A,High,Wagon,Wagon
5127,BMW,Model A,2011,10000.0,200000.0,Frankfurt,2015-06-16 00:00:00,0.05,2015,Mid-Range,Model A,Medium,SUV,Sport Utility
5128,Volkswagen,Model A,1993,10000.0,150000.0,Frankfurt,2015-02-03 00:00:00,0.06666666666666667,2015,Mid-Range,Model A,Medium,Sedan,Sedan
5129,Audi,Model C,2017,5000.0,124920.90583631671,Hamburg,2011-11-09 00:00:00,0.040025326157588685,2011,Budget,Model C,Medium,Convertible,Convertible
5130,Ford,Model B,1996,20000.0,200000.0,Berlin,2022-01-05 00:00:00,0.1,2022,Premium,Model B,High,Hatchback,Hatchback
5131,Ford,Model B,1991,20000.0,200000.0,Munich,2012-09-15 00:00:00,0.1,2012,Premium,Model B,High,Wagon,Wagon
5132,BMW,Model C,1998,25000.0,50000.0,Frankfurt,2017-05-18 00:00:00,0.5,2017,Premium,Model C,High,SUV,Sport Utility
5133,Audi,Model D,2004,10000.0,50000.0,Hamburg,2021-04-29 00:00:00,0.2,2021,Mid-Range,Model D,Medium,Sedan,Sedan
5134,Audi,Model C,2020,25000.0,200000.0,Cologne,2017-03-15 00:00:00,0.125,2017,Premium,Model C,High,Convertible,Convertible
5135,BMW,Model D,2004,15000.0,100000.0,Frankfurt,2014-05-29 00:00:00,0.15,2014,Mid-Range,Model D,High,Hatchback,Hatchback
5136,Audi,Model A,2022,10000.0,50000.0,Cologne,2023-06-28 00:00:00,0.2,2023,Mid-Range,Model A,Medium,Wagon,Wagon
5137,Volkswagen,Model D,2020,25000.0,124920.90583631671,Cologne,2016-07-20 00:00:00,0.2001266307879434,2016,Premium,Model D,High,SUV,Sport Utility
5138,BMW,Model A,2016,20000.0,124920.90583631671,Cologne,2014-01-13 00:00:00,0.16010130463035474,2014,Premium,Model A,High,Sedan,Sedan
5139,Volkswagen,Model B,1991,10000.0,200000.0,Frankfurt,2016-09-24 00:00:00,0.05,2016,Mid-Range,Model B,Medium,Convertible,Convertible
5140,Audi,Model A,1998,15000.0,50000.0,Berlin,2011-08-01 00:00:00,0.3,2011,Mid-Range,Model A,High,Hatchback,Hatchback
5141,BMW,Model D,1990,15000.0,124920.90583631671,Hamburg,2019-09-29 00:00:00,0.12007597847276605,2019,Mid-Range,Model D,High,Wagon,Wagon
5142,Audi,Model B,2008,10000.0,150000.0,Hamburg,2010-11-30 00:00:00,0.06666666666666667,2010,Mid-Range,Model B,Medium,SUV,Sport Utility
5143,BMW,Model B,1998,5000.0,124920.90583631671,Berlin,2023-06-06 00:00:00,0.040025326157588685,2023,Budget,Model B,Medium,Sedan,Sedan
5144,Audi,Model C,1991,15000.0,50000.0,Frankfurt,2017-05-02 00:00:00,0.3,2017,Mid-Range,Model C,High,Convertible,Convertible
5145,Volkswagen,Model D,1990,10000.0,200000.0,Berlin,2018-09-05 00:00:00,0.05,2018,Mid-Range,Model D,Medium,Hatchback,Hatchback
5146,Volkswagen,Model D,2001,20000.0,124920.90583631671,Cologne,2019-03-04 00:00:00,0.16010130463035474,2019,Premium,Model D,High,Wagon,Wagon
5147,Audi,Model C,2015,25000.0,200000.0,Cologne,2018-04-14 00:00:00,0.125,2018,Premium,Model C,High,SUV,Sport Utility
5148,BMW,Model C,1999,10000.0,150000.0,Frankfurt,2020-01-02 00:00:00,0.06666666666666667,2020,Mid-Range,Model C,Medium,Sedan,Sedan
5149,Ford,Model B,1990,25000.0,124920.90583631671,Hamburg,2015-01-11 00:00:00,0.2001266307879434,2015,Premium,Model B,High,Convertible,Convertible
5150,Volkswagen,Model C,1990,20000.0,200000.0,Berlin,2016-01-11 00:00:00,0.1,2016,Premium,Model C,High,Hatchback,Hatchback
5151,Volkswagen,Model B,2020,5000.0,124920.90583631671,Berlin,2015-01-08 00:00:00,0.040025326157588685,2015,Budget,Model B,Medium,Wagon,Wagon
5152,Ford,Model D,2000,15000.0,124920.90583631671,Berlin,2018-07-31 00:00:00,0.12007597847276605,2018,Mid-Range,Model D,High,SUV,Sport Utility
5153,Audi,Model C,1994,20000.0,50000.0,Hamburg,2014-01-16 00:00:00,0.4,2014,Premium,Model C,High,Sedan,Sedan
5154,BMW,Model D,2000,10000.0,50000.0,Berlin,2015-06-04 00:00:00,0.2,2015,Mid-Range,Model D,Medium,Convertible,Convertible
5155,Audi,Model B,1993,5000.0,100000.0,Berlin,2022-09-15 00:00:00,0.05,2022,Budget,Model B,Medium,Hatchback,Hatchback
5156,Mercedes,Model A,2010,15000.0,50000.0,Frankfurt,2014-08-12 00:00:00,0.3,2014,Mid-Range,Model A,High,Wagon,Wagon
5157,Volkswagen,Model A,2017,10000.0,50000.0,Hamburg,2017-02-07 00:00:00,0.2,2017,Mid-Range,Model A,Medium,SUV,Sport Utility
5158,Mercedes,Model D,1997,25000.0,100000.0,Berlin,2011-11-13 00:00:00,0.25,2011,Premium,Model D,High,Sedan,Sedan
5159,Volkswagen,Model B,2009,25000.0,100000.0,Munich,2015-02-09 00:00:00,0.25,2015,Premium,Model B,High,Convertible,Convertible
5160,Volkswagen,Model B,2010,25000.0,124920.90583631671,Frankfurt,2023-07-09 00:00:00,0.2001266307879434,2023,Premium,Model B,High,Hatchback,Hatchback
5161,Mercedes,Model A,2021,15000.0,124920.90583631671,Berlin,2018-02-08 00:00:00,0.12007597847276605,2018,Mid-Range,Model A,High,Wagon,Wagon
5162,Mercedes,Model B,1994,25000.0,124920.90583631671,Frankfurt,2013-02-11 00:00:00,0.2001266307879434,2013,Premium,Model B,High,SUV,Sport Utility
5163,Audi,Model B,1993,25000.0,50000.0,Cologne,2013-01-15 00:00:00,0.5,2013,Premium,Model B,High,Sedan,Sedan
5164,Mercedes,Model D,1996,20000.0,200000.0,Berlin,2022-01-10 00:00:00,0.1,2022,Premium,Model D,High,Convertible,Convertible
5165,Audi,Model A,2009,25000.0,200000.0,Berlin,2023-05-04 00:00:00,0.125,2023,Premium,Model A,High,Hatchback,Hatchback
5166,Audi,Model B,1996,5000.0,50000.0,Berlin,2018-03-18 00:00:00,0.1,2018,Budget,Model B,Medium,Wagon,Wagon
5167,Audi,Model D,2013,15000.0,150000.0,Hamburg,2018-12-06 00:00:00,0.1,2018,Mid-Range,Model D,High,SUV,Sport Utility
5168,Volkswagen,Model C,2010,10000.0,124920.90583631671,Frankfurt,2013-03-23 00:00:00,0.08005065231517737,2013,Mid-Range,Model C,Medium,Sedan,Sedan
5169,Volkswagen,Model A,1998,5000.0,50000.0,Berlin,2014-02-03 00:00:00,0.1,2014,Budget,Model A,Medium,Convertible,Convertible
5170,Mercedes,Model D,2008,5000.0,150000.0,Berlin,2010-06-04 00:00:00,0.03333333333333333,2010,Budget,Model D,Medium,Hatchback,Hatchback
5171,Volkswagen,Model C,2009,15000.0,124920.90583631671,Frankfurt,2015-10-30 00:00:00,0.12007597847276605,2015,Mid-Range,Model C,High,Wagon,Wagon
5172,Mercedes,Model B,2017,25000.0,100000.0,Hamburg,2022-03-10 00:00:00,0.25,2022,Premium,Model B,High,SUV,Sport Utility
5173,Volkswagen,Model B,2021,20000.0,50000.0,Munich,2016-07-07 00:00:00,0.4,2016,Premium,Model B,High,Sedan,Sedan
5174,BMW,Model C,2005,25000.0,150000.0,Cologne,2012-12-05 00:00:00,0.16666666666666666,2012,Premium,Model C,High,Convertible,Convertible
5175,BMW,Model D,2006,25000.0,200000.0,Frankfurt,2019-06-02 00:00:00,0.125,2019,Premium,Model D,High,Hatchback,Hatchback
5176,Mercedes,Model B,2000,15000.0,50000.0,Frankfurt,2019-08-06 00:00:00,0.3,2019,Mid-Range,Model B,High,Wagon,Wagon
5177,Volkswagen,Model B,1993,15000.0,200000.0,Munich,2017-08-27 00:00:00,0.075,2017,Mid-Range,Model B,High,SUV,Sport Utility
5178,Volkswagen,Model D,2007,15000.0,150000.0,Berlin,2011-09-28 00:00:00,0.1,2011,Mid-Range,Model D,High,Sedan,Sedan
5179,Audi,Model D,1995,25000.0,50000.0,Munich,2020-03-13 00:00:00,0.5,2020,Premium,Model D,High,Convertible,Convertible
5180,Ford,Model C,2021,15000.0,50000.0,Berlin,2022-07-29 00:00:00,0.3,2022,Mid-Range,Model C,High,Hatchback,Hatchback
5181,Mercedes,Model B,1994,25000.0,50000.0,Berlin,2015-09-20 00:00:00,0.5,2015,Premium,Model B,High,Wagon,Wagon
5182,Ford,Model D,2004,10000.0,50000.0,Berlin,2022-08-15 00:00:00,0.2,2022,Mid-Range,Model D,Medium,SUV,Sport Utility
5183,Ford,Model A,2005,15000.0,100000.0,Hamburg,2014-12-07 00:00:00,0.15,2014,Mid-Range,Model A,High,Sedan,Sedan
5184,Mercedes,Model C,2006,10000.0,50000.0,Munich,2014-02-06 00:00:00,0.2,2014,Mid-Range,Model C,Medium,Convertible,Convertible
5185,Volkswagen,Model C,2004,25000.0,150000.0,Hamburg,2013-03-03 00:00:00,0.16666666666666666,2013,Premium,Model C,High,Hatchback,Hatchback
5186,Mercedes,Model C,1997,25000.0,150000.0,Hamburg,2011-10-19 00:00:00,0.16666666666666666,2011,Premium,Model C,High,Wagon,Wagon
5187,Ford,Model C,2016,15000.0,100000.0,Munich,2017-04-14 00:00:00,0.15,2017,Mid-Range,Model C,High,SUV,Sport Utility
5188,Volkswagen,Model A,2003,20000.0,50000.0,Munich,2010-12-29 00:00:00,0.4,2010,Premium,Model A,High,Sedan,Sedan
5189,BMW,Model C,2012,20000.0,50000.0,Berlin,2013-06-21 00:00:00,0.4,2013,Premium,Model C,High,Convertible,Convertible
5190,Mercedes,Model C,2009,15000.0,124920.90583631671,Frankfurt,2011-10-19 00:00:00,0.12007597847276605,2011,Mid-Range,Model C,High,Hatchback,Hatchback
5191,Mercedes,Model D,1995,5000.0,124920.90583631671,Frankfurt,2013-06-26 00:00:00,0.040025326157588685,2013,Budget,Model D,Medium,Wagon,Wagon
5192,Volkswagen,Model B,2013,10000.0,200000.0,Cologne,2016-11-29 00:00:00,0.05,2016,Mid-Range,Model B,Medium,SUV,Sport Utility
5193,BMW,Model C,2012,20000.0,100000.0,Berlin,2011-03-16 00:00:00,0.2,2011,Premium,Model C,High,Sedan,Sedan
5194,BMW,Model D,2001,15000.0,124920.90583631671,Munich,2021-05-14 00:00:00,0.12007597847276605,2021,Mid-Range,Model D,High,Convertible,Convertible
5195,Volkswagen,Model D,1991,5000.0,150000.0,Frankfurt,2015-12-13 00:00:00,0.03333333333333333,2015,Budget,Model D,Medium,Hatchback,Hatchback
5196,Audi,Model B,2016,20000.0,150000.0,Cologne,2018-02-18 00:00:00,0.13333333333333333,2018,Premium,Model B,High,Wagon,Wagon
5197,Mercedes,Model D,2021,5000.0,150000.0,Frankfurt,2013-05-07 00:00:00,0.03333333333333333,2013,Budget,Model D,Medium,SUV,Sport Utility
5198,Mercedes,Model D,2018,25000.0,100000.0,Hamburg,2022-08-21 00:00:00,0.25,2022,Premium,Model D,High,Sedan,Sedan
5199,Ford,Model C,2022,10000.0,150000.0,Berlin,2015-07-15 00:00:00,0.06666666666666667,2015,Mid-Range,Model C,Medium,Convertible,Convertible
5200,Volkswagen,Model C,2018,25000.0,124920.90583631671,Berlin,2018-08-10 00:00:00,0.2001266307879434,2018,Premium,Model C,High,Hatchback,Hatchback
5201,Ford,Model D,2022,25000.0,124920.90583631671,Hamburg,2019-11-09 00:00:00,0.2001266307879434,2019,Premium,Model D,High,Wagon,Wagon
5202,Ford,Model A,2006,5000.0,200000.0,Cologne,2013-09-15 00:00:00,0.025,2013,Budget,Model A,Medium,SUV,Sport Utility
